trace,vm,n,rho_net,rho_disk_read,rho_disk_write,rho_mem_delta,rho_composite_all,rho_composite_net_disk
fastStorage,28.csv,8634,0.6430207201015887,0.045714788108693914,0.5150190098185411,0.38050004373312046,0.4186708443768479,0.5213076575746814
fastStorage,96.csv,2216,0.5190701768895719,0.09528541713500142,0.4921474791744379,0.19469611215985755,0.3489843130238873,0.570397329359743
fastStorage,386.csv,8617,0.43746124422169486,0.02659111612669225,0.714247550218571,0.1546220680526193,0.5977899027336487,0.5926490790585925
fastStorage,167.csv,8615,0.26040030441981793,0.04417447210412588,0.031045009479998647,0.0007641578928464398,0.07626714285945838,0.07279196527668091
fastStorage,652.csv,3105,0.49654163325450235,0.056331444286338,0.499593078979091,0.33800506960046917,0.5337104863094476,0.4991810847437036
fastStorage,50.csv,8111,0.21310351213006548,0.12371997453573559,0.27215239943751285,0.059593844795261745,0.16333849647134044,0.2880801624489305
fastStorage,16.csv,544,0.826838060966891,0.4635116647583821,0.538514829519952,0.31429800970554583,0.5607665411579114,0.6685658339426863
fastStorage,27.csv,6101,0.1930506278741957,0.09642346636814984,0.22878710395867713,0.08157045090485623,0.13897534897675384,0.26798459447045975
fastStorage,494.csv,8612,0.6285762075009117,0.019742758469436083,0.7550971384370408,0.1557503098655258,0.6482571798548793,0.7230928758550456
fastStorage,574.csv,8636,0.24328958920445287,0.26507477482204006,0.2645067153133043,0.050858033417089644,0.2901912672152445,0.27579473246761427
fastStorage,507.csv,8615,0.6050060063320659,0.010965551334824656,0.6533924600114316,-0.05435352948905427,0.6197762645855893,0.6414637385702562
fastStorage,987.csv,8640,0.09110751240984255,0.09350665824469752,0.06950551523616513,0.03895915954292022,0.08767112433643347,0.09637964912634953
fastStorage,360.csv,8633,-0.019719867477722103,0.5705128770365008,-0.3287217260244869,0.12155557306621685,-0.04226956135304519,-0.21284796984801044
fastStorage,1078.csv,1619,0.1162409450297643,0.06495109876005759,0.27062460816889367,0.10363646207728901,0.2948222371087381,0.304997665601912
fastStorage,72.csv,2815,-0.020238131247483915,0.05633690477413009,0.2648768310906565,0.03665169465085213,0.07400001274915688,0.14754246668951307
fastStorage,862.csv,8619,0.15104364367007636,0.1077265322694328,0.13963437001374196,0.10380904811896281,0.11175372165280734,0.1394210285956869
fastStorage,1228.csv,8635,0.2974773126968386,0.01991287077882522,0.5459568942464814,0.04621617742530919,0.28880834197396066,0.4268332561798467
fastStorage,571.csv,84,0.5771388386932553,0.7672373055161675,0.14850274794143525,0.15858942890762479,0.6655367829410255,0.6706042203320947
fastStorage,891.csv,8636,0.5237559593269069,0.3369838598808971,0.5370566819202729,0.11168955479541268,0.4894130986298507,0.569637007740023
fastStorage,54.csv,8635,0.08627330694029725,0.15538792316369443,0.2770527216605605,0.1326098091759204,0.2095361576327389,0.28508682171369054
fastStorage,938.csv,378,0.8314779046834877,-0.1292915599921598,0.30278111489999404,0.050828438873431955,0.5652373438191423,0.8060124606122415
fastStorage,227.csv,5391,0.7887808833893479,0.2584261126660842,0.20175270618486277,0.3324300660500597,0.7010844343543189,0.7301209657302126
fastStorage,293.csv,8229,0.4341908442485227,0.2912196577358372,0.1526358852156923,0.2037388672150867,0.2697981588374399,0.21741791164472898
fastStorage,406.csv,8615,0.6473612628906923,0.015585473581979079,0.6332345689043138,0.06966311965232769,0.6042357999649894,0.6496616772087426
fastStorage,709.csv,8635,0.2803666574793378,0.13436721646534253,0.3016649532611504,0.24545265775650787,0.36920508801116325,0.3092695897598065
fastStorage,546.csv,8614,0.7300465182232541,0.05506883290425126,0.779290525173984,0.30392642413522525,0.7640818308825098,0.8592637717038497
fastStorage,173.csv,98,0.48041648442411466,0.4697900557745854,0.47059749008447155,0.4751061218046215,0.6451739725060097,0.46512888213863335
fastStorage,556.csv,8329,0.349117685353525,0.015315199810101397,0.7993923363665475,0.10862643947521983,0.3337382559969802,0.7952403841324207
fastStorage,528.csv,8613,0.80618401687224,0.05743116751590028,0.7648125236339449,0.18529821678721226,0.7121406512618611,0.828352691702304
fastStorage,26.csv,5580,0.5895003849593087,0.12954609522336766,0.16443195729577398,0.08398815139730939,0.1430635132174846,0.27417304108864066
fastStorage,113.csv,8337,0.2773647201330338,0.03758056008673761,0.40414743411947857,0.08562146119074106,0.3617980707848539,0.407835761791589
fastStorage,997.csv,8640,0.46728405197101763,0.22524358113689208,0.2617346095612334,0.023148776013453134,0.47406847080376185,0.5247113626921613
fastStorage,189.csv,3821,0.5413946553104273,0.16735049634794932,0.09290274032342129,0.19011325488279024,0.28289029117476866,0.21255863283136256
fastStorage,858.csv,8636,0.48055285581613894,0.5873770840202079,0.6626479100824465,0.33985967402037903,0.6607838149833534,0.7378459157157304
fastStorage,725.csv,3850,-0.20971631254731904,0.126971560478533,0.30376576024559543,0.5150081766521393,0.30040922587761554,0.17215575907926256
fastStorage,573.csv,97,0.5642030619602164,0.7830531291564288,0.21245128141185182,0.1140180564924868,0.632230056273888,0.6389967124850576
fastStorage,370.csv,8611,0.09412908036109023,0.15025711758674748,0.005908822056043552,0.166082470539448,0.14323074161043753,0.0374736721868238
fastStorage,90.csv,8635,0.1814862739293425,0.14225435716037238,0.2389240039473886,0.1167235996620524,0.19271812385932752,0.2647358689356358
fastStorage,278.csv,6513,0.6350846022259498,0.20113936249638018,0.05516285041489143,0.3068522753426891,0.3192089239611671,0.18902368417476792
fastStorage,471.csv,8619,0.017783776313522664,0.026253339396809527,0.08409189246804011,0.0838187316842763,0.09689411366850209,0.07498357372747919
fastStorage,296.csv,8615,0.31221208401112727,0.3457358145750932,0.414517151991944,0.19452171117750028,0.3279052641067544,0.4523547864402179
fastStorage,455.csv,8616,0.2034707474627742,0.030808558135335076,0.4898350898640193,0.1453506693751919,0.42928035624598476,0.45570189940847716
fastStorage,612.csv,8054,0.6057143475148877,0.19438729477359926,0.5108274470912172,0.2244827755771635,0.4897393764980853,0.5280118150500367
fastStorage,367.csv,8616,0.7469569746777335,0.4858753754013081,0.4737757514102721,0.14733809452777474,0.4592928705615756,0.6524014840237005
fastStorage,112.csv,8610,0.5718823462256776,0.06070851503346219,0.3047641536266261,0.09726706218071861,0.36578747950914753,0.5632184128107529
fastStorage,262.csv,6251,0.6195308414466552,0.22351693503783715,0.06378043661471322,0.2739387988916863,0.3421095378891687,0.21794185384028752
fastStorage,919.csv,1204,0.7254027894645405,0.041196265247250424,-0.05889057816159948,0.07081422088449436,0.6375684925927809,0.6814798008058386
fastStorage,453.csv,8615,0.5918915460103653,0.03559121375783139,0.6406021825222216,0.11665663479048015,0.5338971274327612,0.6513015215482904
fastStorage,265.csv,6274,0.6335333623367515,0.23948401060047367,0.15153780754251572,0.28632790481171944,0.3895384881980379,0.27621428814234783
fastStorage,794.csv,8634,0.86409541773072,0.127508683195914,0.8372781376537852,0.048596274257838266,0.6655841124496679,0.7446579626786998
fastStorage,602.csv,8402,0.3198536743269436,0.018925118192251383,0.1876946756089214,0.07852998698455627,0.1674152797293076,0.31031348620879085
fastStorage,719.csv,6483,0.05687929573885901,0.10969706627979833,-0.08508401549187562,0.04036806382029081,0.022835770032684628,-0.03709922242955328
fastStorage,361.csv,8256,-0.22349030588837884,0.02418625528394014,-0.013365664023693836,0.17476021553538437,0.0877851535565198,-0.04637947741573538
fastStorage,328.csv,8636,0.5831331122194905,0.5494988051405756,0.5063440588328112,0.37556612202263395,0.4607392923905457,0.530604331745003
fastStorage,867.csv,8636,0.429730371829955,0.2802539720472796,0.32601498741795676,0.20141227407245016,0.40791048280561976,0.44941119752803976
fastStorage,358.csv,571,-0.2629497342262694,0.07650067831253185,0.05612625551751567,0.02054430689729484,-0.10663971509211367,-0.1716410286940399
fastStorage,951.csv,8610,0.5734839084960275,0.5567650047297092,0.5106886510748305,0.33513241783497283,0.5125986463345382,0.534460790012586
fastStorage,663.csv,8617,0.6006285772008711,0.03229992211879387,0.704517736853478,0.14952549564064074,0.628108565706255,0.6897933141429049
fastStorage,95.csv,1912,0.15473676994086943,0.32096983013911756,0.5192629613061559,0.2041253062824541,0.38005192856987147,0.46753800419781566
fastStorage,609.csv,8012,0.5912563099821029,0.1725453588674964,0.2898296449151501,0.2342378029883636,0.3615332807789184,0.3077146343214563
fastStorage,540.csv,8634,0.6091629880512331,0.378491441939513,0.5989640541987419,0.1969800125213454,0.4713796143349495,0.6319483700403319
fastStorage,128.csv,8613,0.04711718902472572,0.2989351940627621,0.5891424052642975,0.17059913820671513,0.6843285757838663,0.7236315064081277
fastStorage,812.csv,8577,0.14086059832958953,0.21929300761026355,0.21084866769212837,0.06952567266134206,0.2325729291793936,0.23206857657516838
fastStorage,783.csv,8613,0.5580265539157926,0.04357759334468695,0.2681611158668201,0.17504952665968712,0.36683333010481867,0.4199938188226728
fastStorage,120.csv,8613,0.0035161903640182476,0.01768863334246193,0.01817343755562147,-0.008595047359188748,0.004122531066387933,0.007101608127359905
fastStorage,155.csv,8617,0.1204015961416893,0.08501283867303709,0.12995273634233942,0.035504024639963605,0.1028504316171562,0.12469083081663086
fastStorage,168.csv,2314,0.08652267401860003,0.033581789284913774,0.21018820956622133,0.026668127361335534,0.07667011359057443,0.19348258740616595
fastStorage,973.csv,8635,0.6983582692876911,0.44678630612709563,0.7638096045407291,0.1595240128931021,0.6579842191143274,0.7652811931173733
fastStorage,583.csv,8528,0.4819044832308637,0.15748660455563,-0.06986377142200031,0.11467995456669597,0.1615015578555467,0.06776921361071743
fastStorage,577.csv,1353,0.31534755111290214,0.1544738947278609,0.5063766338219841,0.17976564925474112,0.19818471299946105,0.506376527322883
fastStorage,972.csv,8640,0.34452392525232334,0.6198837487964752,0.6080389558314796,0.12341078382008078,0.6481004574026431,0.6840726798534442
fastStorage,736.csv,8616,0.13349495707939824,0.19608372612699418,0.4379966964715454,0.07655881388846371,0.23502191435892375,0.4158204695861762
fastStorage,336.csv,2005,0.3337082868423201,0.09964270059824647,0.23626612738331643,0.12509674425731673,0.22361660909757308,0.3550554247761901
fastStorage,894.csv,8633,0.6666357212443342,0.7533958765896339,0.8649922327195572,0.16594930020852822,0.610679195520325,0.869399983370849
fastStorage,863.csv,8616,0.17356609558473554,0.06777012568047498,0.23943715796036774,0.11199586969935203,0.161520895955767,0.2326384826578272
fastStorage,675.csv,8608,0.12811043061101338,0.184939584853957,0.21156113275799102,0.12634641493263382,0.259466684775448,0.2458553268970471
fastStorage,164.csv,8618,0.4965869740291819,0.09643082103290986,0.0566901803683414,0.055908976732290575,0.1626775982827946,0.17361060742617848
fastStorage,71.csv,8614,-0.20037138156325524,0.32038253987369136,0.15491109090616603,0.07980059001550341,-0.10023034219077646,-0.14313749488008104
fastStorage,1003.csv,2696,0.5550948977230697,0.22980438909344944,0.4330224356304724,0.04721806731914687,0.2977254533639957,0.47213551873773274
fastStorage,359.csv,1103,0.02388251635227633,0.17367787722689773,0.2110467023894122,0.0328848956566701,0.19695737755291975,0.20447328687507124
fastStorage,201.csv,3652,0.5173867862670065,0.17641031678063693,0.15033762243307183,0.1939049341547917,0.30948492538507166,0.2495333383556357
fastStorage,809.csv,2819,0.3522705965809387,0.2678797644698724,0.43836629934280574,0.1702312253940564,0.28040404296636784,0.43497408165881074
fastStorage,423.csv,8615,0.6672597532941618,0.03809076623550262,0.6466899130759544,0.14254410228687472,0.5775384551741917,0.6691171822544512
fastStorage,562.csv,8637,0.14625706960860121,0.16565230130011296,0.24377969128099558,0.13153241323703768,0.2291008450127199,0.2361840032248666
fastStorage,868.csv,8634,0.4723290423626887,0.42166928716090335,0.45378461274762416,0.1947964741049171,0.3931156162141844,0.4724969305308772
fastStorage,851.csv,8633,0.2535896352679573,0.12477703092251505,0.21473900526160908,0.15310373655706813,0.2569713510579499,0.23249580348571858
fastStorage,10.csv,544,0.8263826784799121,0.4285530007390722,0.5003279021988994,0.32233125599487733,0.533339608778334,0.6336962513244437
fastStorage,978.csv,8452,0.5173531766174252,0.46946091223311764,0.5648618800639927,0.1736651481369154,0.6148350962713401,0.644011048399397
fastStorage,470.csv,8614,0.5908240009433122,0.02927789754484085,0.7414460935741329,0.1093799622625179,0.6184055468184266,0.6774523923056986
fastStorage,774.csv,8611,0.7907992277207312,0.3041136249318687,0.4728700394275989,0.18880297727668524,0.4638141240908835,0.8180014453793191
fastStorage,542.csv,2815,0.04582314946971482,0.13221297033489818,0.04388947938737401,0.04827136088029132,0.09106123614853505,0.045775902230588
fastStorage,44.csv,8634,0.1928981944266955,0.06923869556241749,0.15970269046461455,0.05180364644663685,0.09749050066756187,0.16808372094710028
fastStorage,314.csv,198,0.18643157868997431,0.6656785234667023,0.8799091520512445,0.1235901624482852,0.7462454129216088,0.862629287814365
fastStorage,317.csv,8635,0.02433041230144211,0.30046969338201435,0.1631373923353927,0.12339595639573829,0.1428027514349436,0.11558686045871504
fastStorage,77.csv,8614,0.6079285318070082,0.26696602367221306,0.6882166691829339,0.1291225969618174,0.34979439909562415,0.6592626374037239
fastStorage,855.csv,7689,0.8459720600452967,0.3508923453934875,0.7527771026987902,0.16915477391451847,0.7437655941124784,0.8165863554228395
fastStorage,123.csv,8615,0.8006905008032523,0.20299009834837264,0.7230339517191776,0.11327683845092762,0.3946696324085522,0.7620464605182172
fastStorage,1234.csv,5747,0.969698448324522,0.00970236861939173,0.6675109840385984,0.07424858832835492,0.9173223797559511,0.9646103010951402
fastStorage,75.csv,8612,0.6638610056378024,0.3729633936318689,0.6688935955757546,0.08632762303218909,0.41701284009163614,0.681007684198179
fastStorage,887.csv,1119,0.008835077862462438,0.15769361026886017,0.10289519325534774,0.0788492269943544,0.07573256130520382,0.1003723495023108
fastStorage,178.csv,2780,0.10417614063063646,0.09205237774903773,0.2242388980840783,0.04751656340884006,0.0959616474258745,0.22293936823197186
fastStorage,846.csv,8632,0.9291988487017098,-0.1523908335978071,-0.09986672584654324,-0.010382948341095998,0.6818309017700676,0.8686818727365534
fastStorage,992.csv,6578,0.48037933655882964,0.48148949853299433,0.4636109710442208,0.10209783281494407,0.3188873333592935,0.45659315378251053
fastStorage,653.csv,3733,0.49611396663776347,0.08831395433684981,0.47577727993944524,0.29001693771613174,0.49581430252001923,0.4902345323094627
fastStorage,263.csv,5616,0.6022003385047934,0.3077528614239331,0.20892823339820024,0.2501121896571583,0.3917523294788693,0.3480178246171087
fastStorage,243.csv,5254,0.6149850134626957,0.23690469276393872,0.30294384397893254,0.26861467995914706,0.43348825776398403,0.40259728396400485
fastStorage,448.csv,8615,0.3405793233320947,0.04739327569605645,0.35177920047639294,0.07997355065304587,0.30949459603263807,0.3628861048266967
fastStorage,681.csv,8619,0.37656072346086816,0.10598458365470569,0.31207318704213527,0.16571474288684568,0.3065679515510371,0.4770705307405611
fastStorage,827.csv,8614,0.34063683566403324,0.12146744422515077,0.4148949324604944,0.06656162360213522,0.21579216034401627,0.3966805766591575
fastStorage,705.csv,7890,0.18187235728593626,0.05421733357103756,0.2894152708832603,0.08446207550330558,0.19713629557697063,0.41865481478881544
fastStorage,1220.csv,8610,0.11626882422998507,0.22444517318707313,0.46773432316084085,0.18110144401138945,0.28206458958945696,0.46223370324892665
fastStorage,33.csv,8616,0.776489472104452,0.013060435452358356,0.27240601552658106,0.235178492922962,0.4183106297591342,0.5447004356336255
fastStorage,288.csv,6637,0.6143582595501796,0.18560857968159927,0.059645298825311555,0.2838283038367949,0.2963330644803271,0.17669452477469083
fastStorage,497.csv,8618,0.24607636119633802,0.03031403900787333,0.29390156468063977,0.061812817166264515,0.2656599774718019,0.2958328877054436
fastStorage,958.csv,8616,0.8739959510187874,0.08882806691551874,-0.12598986964773587,0.04384505347992788,0.6746463526533768,0.8633247374628843
fastStorage,895.csv,8636,0.5789163056810701,0.5773772221365913,0.5581766053537375,0.11371438494260631,0.3951900251041816,0.6004553704300647
fastStorage,298.csv,8614,0.4888237365440728,0.03927418946217476,-0.06725610564561349,0.04450214196845888,0.1705231848337443,0.3286111115348456
fastStorage,959.csv,4885,0.5098727321134527,0.060094316278184935,0.05041131620405118,0.047722305972205316,0.08868693377583639,0.355422818528346
fastStorage,1010.csv,5141,0.3414063482531312,0.05283753475104966,0.20980259694161502,0.0706462466069469,0.15756648560782865,0.3053284508908055
fastStorage,295.csv,6170,-0.3412198866951553,-0.07223991012621386,0.10416716658797501,0.47122266110730504,0.21217096245428496,-0.032532541113353124
fastStorage,482.csv,8612,0.6417538021428092,0.030669880530481714,0.7354391354388621,0.14392388483031568,0.6694738391614603,0.7325168047510668
fastStorage,820.csv,8593,0.04381273002794608,0.25758148126803715,0.2535020945025328,0.12359540954525156,0.2558344739138425,0.31400883370761634
fastStorage,311.csv,7430,0.11225790399499078,0.03649227401941314,0.01861127970494135,0.0004845666985911598,0.03796961070638132,0.07091704971813712
fastStorage,387.csv,8636,0.5428237868724586,0.21396126800612217,0.340964909928049,0.10182107103488537,0.41098266252666804,0.628308240431045
fastStorage,769.csv,8633,0.016504036603421743,0.195642422048913,0.07291450947393244,0.04973496051029813,0.05583308919116393,0.05350374897887733
fastStorage,268.csv,6491,0.6173823371232756,0.2334425287010426,0.06364532750749892,0.2732831673702552,0.3526886243052172,0.24254903389172183
fastStorage,1241.csv,254,0.8606554931526202,0.6479109322635166,0.554374066527613,0.32158547778454394,0.56670765251801,0.6354237790255841
fastStorage,926.csv,426,-0.10775386414030001,-0.015593266922987575,-0.019310919378144525,0.040491365123199355,0.02568958301648554,-0.04452109309176987
fastStorage,745.csv,8619,0.7864257011094318,0.06566424753619791,0.8547514381284202,0.14380365710705037,0.5382594908128462,0.8355931782706216
fastStorage,320.csv,8635,0.5088276517611219,0.44909394416741605,0.595696554510098,0.18659645003874364,0.4460870262339404,0.6477956833363369
fastStorage,623.csv,3477,0.6169791566142729,0.11894864013230369,0.6143875959093275,0.35276571951329716,0.6176991103568295,0.6102320791183827
fastStorage,223.csv,5879,0.7658819436003356,0.22670638840945836,0.11933502757676226,0.3262008272206206,0.6685720938399589,0.6952486455259757
fastStorage,668.csv,90,0.16799962746229685,0.545675754897301,0.3481161815138127,-0.10417677730934244,0.1784451369818261,0.38388333969215677
fastStorage,526.csv,8615,0.4745380284857958,0.02180553568742913,0.3572808659070084,0.054250909335574526,0.3310751952106983,0.44374889263789985
fastStorage,654.csv,3738,0.5373447442434807,0.10322284252107167,0.5580723297728033,0.316105072675065,0.5577685941110415,0.5527038157270445
fastStorage,630.csv,3265,0.6067134441692243,0.12593114953517817,0.6048625482760657,0.37479750104732185,0.6117066791516332,0.5969925109321806
fastStorage,734.csv,8326,0.7979585990523218,0.531476843097342,0.8003457348175579,0.2518519332321466,0.7046170507057518,0.7997801693897626
fastStorage,118.csv,8616,0.24368466349520415,-0.014016623392164975,0.19846363250765825,-0.001681272741940942,0.21181771975955474,0.22215511100038224
rnd,127.csv,6472,0.173593588772865,0.05405109971521038,0.28032045970792263,0.09225057410680149,0.19157406029162313,0.27064470927712414
rnd,285.csv,8370,0.8527893484845189,0.40085261996716504,0.7846192275395377,0.1701976126701689,0.7541339971240931,0.8263748107671597
rnd,255.csv,8627,0.05087313936266342,0.13776808025065,0.08754194535848109,0.038278662160874714,0.07479766507864272,0.08371507817440242
rnd,497.csv,8626,-0.6465464199457455,0.00407301604261199,-0.6201493189818338,0.013537470219783309,-0.5465896856084793,-0.6207108830230443
rnd,149.csv,8626,0.329350745357107,0.042898121725291546,0.37199452536295424,0.07052956873502424,0.25350710142620075,0.3617439848039211
rnd,213.csv,8617,0.08659934248280504,0.14740018638138308,0.1176784532721988,0.019279817875929316,0.07380093851687655,0.12684749015861613
rnd,188.csv,8439,0.2932492265439799,0.03187153950935793,0.10382071242049841,0.0787681897350899,0.1520343299102017,0.25828783985530784
rnd,187.csv,8626,0.6101639006112503,0.24448315015889766,0.42227622952888455,0.15652518595567305,0.4994639497266583,0.5730648151009599
rnd,305.csv,8629,0.1119590922370733,0.04246155957599222,0.07015704959223087,0.07342866533240165,0.11296132650993006,0.10321642624898483
rnd,163.csv,8624,0.9011345893275112,-0.06269235565077287,0.6527634643874951,0.03852111411438603,0.6884917464135025,0.8845349077054835
rnd,294.csv,8622,0.13199914557968312,0.18158252381799778,0.24699646632570293,0.1501710804736112,0.19099966624968717,0.23479814770779292
rnd,183.csv,5427,0.046530950883824106,0.11054434277692793,0.06727598011383833,0.017295775263197023,0.023784528495710146,0.07831044151846381
rnd,227.csv,242,0.10660632333074609,0.7774419688703693,0.3767262551680613,0.6819794808654328,0.8249209234878635,0.7148142072032181
rnd,311.csv,8624,0.695768631462581,0.06337471969302906,0.707559118162903,0.1798384338895151,0.579724320235481,0.7780126168003785
rnd,92.csv,8611,0.07529876420275101,0.29960234138122643,0.4622095059470301,0.19450903134021155,0.3233363505989752,0.4614832918161636
rnd,51.csv,5046,0.44771613961155143,0.22662050684016838,0.28696389961156704,0.15233026861793802,0.29812705847166615,0.328144791246116
rnd,74.csv,6656,0.4223404582276493,0.1373337020840735,0.2631730588128887,0.19200783776378036,0.3357636180134133,0.3384823479556402
rnd,133.csv,8626,0.616631240407602,0.039915117735172555,0.6367032105174524,0.10481344402729582,0.4154988011833011,0.6541931354965956
rnd,302.csv,8623,0.04164453672812816,0.0581439514467342,0.04368729094370335,0.014600640226016086,0.02726776294399603,0.043416506276819394
rnd,94.csv,8619,0.7302967981678624,0.7065382281681336,0.5729119419379624,0.18789330056445996,0.6583946608197975,0.7304802531199418
rnd,494.csv,8621,0.518433757519974,0.20042340228494934,0.38408696395327974,0.15204605980202363,0.44711392496501656,0.501077834351176
rnd,144.csv,8618,0.6982642412672061,0.04452633742091002,0.7283212206995474,0.15062044456809195,0.525301445496092,0.7475040465287237
rnd,121.csv,8620,0.5044581016360143,0.05952630005914365,0.7742937301259022,0.14036170134631293,0.5506917559250321,0.7276559065414068
rnd,4.csv,6304,0.2551461370698636,0.07956969096584932,0.1643109754009912,0.08533982112807957,0.1187413371604497,0.23850432628012033
rnd,348.csv,8627,0.37274131499371016,-0.0016389761058563466,0.06047180008533041,0.03970121048725637,0.16102831121325384,0.3333032617017135
rnd,485.csv,121,0.03233154842957031,0.009095885832666467,0.5921149202136804,0.5003103245385163,0.5612031246145225,0.5466886648716724
rnd,105.csv,8618,0.36843468742486196,0.022141158870968576,0.39146809123696846,0.10401887980311854,0.40923058022982034,0.39884851698539137
rnd,141.csv,8624,0.5496129795531716,0.0483454853494389,0.5698211832221309,0.1021316860548567,0.43020733230286556,0.5814176944427808
rnd,446.csv,4453,0.029280534281335154,-0.016448629488916747,0.24563882291306283,0.005644335630332855,0.15842484549376848,0.20161888974542352
rnd,208.csv,5833,0.6307235222383059,0.00317559816563267,0.10067749889623553,0.08578279564594335,0.17672952204539985,0.46219962434745443
rnd,176.csv,560,0.3879910446867911,0.5931408631727075,-0.08981618728290441,0.2301621533230734,0.6291939917088667,0.6586346549590619
rnd,287.csv,8630,0.4652744207688414,0.5744849720427271,0.6268343324998829,0.3622440408701626,0.6424172030709238,0.7113588062861805
rnd,322.csv,8627,0.4159161552106246,0.288290440329822,0.5033260910604143,0.12047705147727342,0.29226782258010003,0.47973002463743003
rnd,320.csv,8552,0.2476383298935437,0.2109000074431575,0.02541887913818171,0.1128207133788297,0.14025525339190065,0.05143574980918785
rnd,198.csv,8623,0.039153882533209394,0.027560877961081535,0.03390252613414607,0.02349599360946578,0.04880967366136751,0.044366434235419576
rnd,498.csv,8469,0.6847102741591319,0.11678678096416294,0.613581128890321,0.0755823242571972,0.4713096886291959,0.6921832453624196
rnd,284.csv,7112,0.4122873495998144,0.28019767349623886,0.524546826141232,0.23005125856066977,0.4478625710805476,0.5956271658365877
rnd,126.csv,6470,0.22104806516104158,0.05631712107609268,0.27297978539729295,0.06023215987733424,0.16410988389884032,0.27864229958721765
rnd,175.csv,310,0.6097827837571339,0.7020282645456919,0.01780228185540263,0.3255999466539028,0.8125658892139764,0.8478812539591317
rnd,10.csv,8629,0.7180811029350017,0.276513740297378,0.7585652675047257,0.10587943529612209,0.5105056100418554,0.7444623392308632
rnd,279.csv,4070,0.2483032939529726,0.01704637423556948,-0.3529426859096312,-0.025581037002806464,0.05048560539057845,0.02612199351880409
rnd,220.csv,8620,0.3229245540293865,0.4539297615051636,0.4085273671332291,0.07477005799626422,0.33688831957812115,0.432341542610515
rnd,54.csv,6570,0.3631778003221082,0.33815062257369305,0.4001673027164157,0.1302233398737622,0.3126727907144944,0.41962836558262995
rnd,308.csv,8623,0.028917030985702964,0.2102998912547405,0.7328593171856971,0.02148530796367781,0.19366763993775027,0.2806121456994688
rnd,230.csv,8627,0.2183444135827464,0.044461212850492475,0.2984745950015516,0.0851710332180201,0.22945647736001598,0.26995941904505455
rnd,87.csv,7365,0.1713527667994965,0.013408973095000278,0.11076362097943665,0.06493396607869337,0.08961751365808532,0.12205643803599618
rnd,42.csv,5810,0.5069917261208362,0.20575746544403314,0.06793559875537097,0.17301584080792975,0.2465426444702416,0.15522656003371252
rnd,53.csv,5206,0.47345023739583664,0.21223302409041542,0.2682015916711312,0.186410642638526,0.3235700167240529,0.30662700938030973
rnd,355.csv,8282,0.42469962562850333,0.009545511246743466,0.10633651346774857,0.02802118331547374,0.17141584531315032,0.20485717930503367
rnd,403.csv,8622,0.13289357278604874,0.09497081976038822,0.0764237877100351,0.039615927376356545,0.0526149977310527,0.07641357736356821
rnd,43.csv,5936,0.5328676037965854,0.1657819444368673,0.19972741290941481,0.16346255499980988,0.28864556919197953,0.27827510185240717
rnd,323.csv,8625,0.5938945310574354,0.7243381180752906,0.8421108081485893,0.18417491853307472,0.5869801280813635,0.8561650029448664
rnd,170.csv,8630,0.18472682963990786,0.21575668545035745,0.27249475937349116,0.20287759956532095,0.3198439177539489,0.2753152939411352
rnd,90.csv,8625,0.5372172269352322,0.4889492179421015,0.47143287772851294,0.32989727312930195,0.4391194994288367,0.5094110044431605
